Code postal,Localité,Sous-commune,Commune principale,Province
8750,Wingene,Non,WINGENE,FLANDRE-OCCIDENTALE
3020,Winksele,Oui,HERENT,BRABANT FLAMAND
3722,Wintershoven,Oui,KORTESSEM,LIMBOURG
6860,Witry,Oui,LÉGLISE,LUXEMBOURG
7890,Wodecq,Oui,ELLEZELLES,HAINAUT
8640,Woesten,Oui,VLETEREN,FLANDRE-OCCIDENTALE
6780,Wolkrange,Oui,MESSANCY,LUXEMBOURG
1200,Woluwe-Saint-Lambert,Non,WOLUWE-SAINT-LAMBERT,BRUXELLES
1150,Woluwe-Saint-Pierre,Non,WOLUWE-SAINT-PIERRE,BRUXELLES
1861,Wolvertem,Oui,MEISE,BRABANT FLAMAND
2160,Wommelgem,Non,WOMMELGEM,ANVERS
3350,Wommersom,Oui,LINTER,BRABANT FLAMAND
4690,Wonck,Oui,BASSENGE,LIEGE
9032,Wondelgem,Oui,GENT,FLANDRE-ORIENTALE
9800,Wontergem,Oui,DEINZE,FLANDRE-ORIENTALE
9790,Wortegem,Oui,WORTEGEM-PETEGEM,FLANDRE-ORIENTALE
2323,Wortel,Oui,HOOGSTRATEN,ANVERS
9550,Woubrechtegem,Oui,HERZELE,FLANDRE-ORIENTALE
8600,Woumen,Oui,DIKSMUIDE,FLANDRE-OCCIDENTALE
8670,Wulpen,Oui,KOKSIJDE,FLANDRE-OCCIDENTALE
8952,Wulvergem,Oui,HEUVELLAND,FLANDRE-OCCIDENTALE
8630,Wulveringem,Oui,VEURNE,FLANDRE-OCCIDENTALE
2990,Wuustwezel,Non,WUUSTWEZEL,ANVERS
4652,Xhendelesse,Oui,HERVE,LIEGE
4432,Xhendremael,Oui,ANS,LIEGE
4190,Xhoris,Oui,FERRIÈRES,LIEGE
4550,Yernée-Fraineux,Oui,NANDRIN,LIEGE
7513,Yves Rocher,,Yves Rocher,
5650,Yves-Gomezée,Oui,WALCOURT,NAMUR
5530,Yvoir,Non,YVOIR,NAMUR
9080,Zaffelare,Oui,LOCHRISTI,FLANDRE-ORIENTALE
9506,Zandbergen,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
8680,Zande,Oui,KOEKELARE,FLANDRE-OCCIDENTALE
2240,Zandhoven,Non,ZANDHOVEN,ANVERS
2040,Zandvliet,Oui,ANTWERPEN,ANVERS
8400,Zandvoorde,Oui,OOSTENDE,FLANDRE-OCCIDENTALE
8980,Zandvoorde,Oui,ZONNEBEKE,FLANDRE-OCCIDENTALE
9500,Zarlardinge,Oui,GERAARDSBERGEN,FLANDRE-ORIENTALE
8610,Zarren,Oui,KORTEMARK,FLANDRE-OCCIDENTALE
1930,Zaventem,Non,ZAVENTEM,BRABANT FLAMAND
8210,Zedelgem,Non,ZEDELGEM,FLANDRE-OCCIDENTALE
8380,Zeebrugge,Oui,BRUGGE,FLANDRE-OCCIDENTALE
9660,Zegelsem,Oui,BRAKEL,FLANDRE-ORIENTALE
9240,Zele,Non,ZELE,FLANDRE-ORIENTALE
3545,Zelem,Oui,HALEN,LIMBOURG
1731,Zellik,Oui,ASSE,BRABANT FLAMAND
9060,Zelzate,Non,ZELZATE,FLANDRE-ORIENTALE
1980,Zemst,Non,ZEMST,BRABANT FLAMAND
3800,Zepperen,Oui,SINT-TRUIDEN,LIMBOURG
8490,Zerkegem,Oui,JABBEKE,FLANDRE-OCCIDENTALE
1370,Zétrud-Lumay,Oui,JODOIGNE,BRABANT WALLON
8470,Zevekote,Oui,GISTEL,FLANDRE-OCCIDENTALE
9080,Zeveneken,Oui,LOCHRISTI,FLANDRE-ORIENTALE
9800,Zeveren,Oui,DEINZE,FLANDRE-ORIENTALE
9840,Zevergem,Oui,DE PINTE,FLANDRE-ORIENTALE
3271,Zichem,Oui,SCHERPENHEUVEL-ZICHEM,BRABANT FLAMAND
3770,Zichen-Zussen-Bolder,Oui,RIEMST,LIMBOURG
8902,Zillebeke,Oui,IEPER,FLANDRE-OCCIDENTALE
9750,Zingem,Oui,KRUISEM,FLANDRE-ORIENTALE
2260,Zoerle-Parwijs,Oui,WESTERLO,ANVERS
2980,Zoersel,Non,ZOERSEL,ANVERS
3550,Zolder,Oui,HEUSDEN-ZOLDER,LIMBOURG
9930,Zomergem,Oui,LIEVEGEM,FLANDRE-ORIENTALE
3520,Zonhoven,Non,ZONHOVEN,LIMBOURG
8980,Zonnebeke,Non,ZONNEBEKE,FLANDRE-OCCIDENTALE
9520,Zonnegem,Oui,SINT-LIEVENS-HOUTEM,FLANDRE-ORIENTALE
9620,Zottegem,Non,ZOTTEGEM,FLANDRE-ORIENTALE
8630,Zoutenaaie,Oui,VEURNE,FLANDRE-OCCIDENTALE
3440,Zoutleeuw,Non,ZOUTLEEUW,BRABANT FLAMAND
8904,Zuidschote,Oui,IEPER,FLANDRE-OCCIDENTALE
8377,Zuienkerke,Non,ZUIENKERKE,FLANDRE-OCCIDENTALE
9870,Zulte,Non,ZULTE,FLANDRE-ORIENTALE
9690,Zulzeke,Oui,KLUISBERGEN,FLANDRE-ORIENTALE
3690,Zutendaal,Non,ZUTENDAAL,LIMBOURG
8550,Zwevegem,Non,ZWEVEGEM,FLANDRE-OCCIDENTALE
8750,Zwevezele,Oui,WINGENE,FLANDRE-OCCIDENTALE
9052,Zwijnaarde,Oui,GENT,FLANDRE-ORIENTALE
2070,Zwijndrecht,Non,ZWIJNDRECHT,ANVERS
